id,answer
2998,C
2999,A
3000,C
3001,A
3002,C
3003,B
3004,B
3005,A
3006,A
3007,B
3008,C
3009,C
3010,B
3011,C
3012,A
3013,C
3014,A
3015,C
3016,A
3017,C
3018,A
3019,C
3020,C
3021,C
3022,A
3023,C
3024,C
3025,C
3026,C
3027,C
3028,B
3029,A
3030,A
3031,A
3032,A
3033,A
3034,C
3035,C
3036,A
3037,A
3038,B
3039,B
3040,B
3041,A
3042,A
3043,A
3044,B
3045,C
3046,A
3047,C
3048,C
3049,A
3050,B
3051,A
3052,A
3053,C
3054,C
3055,C
3056,B
3057,C
3058,C
3059,A
3060,B
3061,A
3062,A
3063,A
3064,A
3065,C
3066,C
3067,C
3068,A
3069,C
3070,A
3071,B
3072,A
3073,C
3074,A
3075,A
3076,C
3077,A
3078,B
3079,A
3080,C
3081,B
3082,A
3083,C
3084,B
3085,B
3086,A
3087,B
3088,A
3089,C
3090,C
3091,C
3092,A
3093,C
3094,A
3095,C
3096,B
3097,B
3098,A
3099,C
3100,A
3101,C
3102,C
3103,B
3104,C
3105,B
3106,A
3107,A
3108,A
3109,C
3110,A
3111,B
3112,A
3113,C
3114,B
3115,C
3116,A
3117,A
3118,C
3119,A
3120,C
3121,A
3122,C
3123,A
3124,A
3125,C
3126,A
3127,C
3128,A
3129,A
3130,B
3131,C
3132,C
3133,C
3134,A
3135,B
3136,B
3137,A
3138,A
3139,C
3140,A
3141,A
3142,A
3143,A
3144,B
3145,B
3146,C
3147,B
3148,B
3149,C
3150,A
3151,A
3152,A
3153,C
3154,A
3155,C
3156,A
3157,B
3158,B
3159,C
3160,A
3161,C
3162,B
3163,A
3164,A
3165,B
3166,A
3167,C
3168,C
3169,A
3170,C
3171,A
3172,C
3173,C
3174,A
3175,C
3176,A
3177,A
3178,A
3179,A
3180,A
3181,A
3182,C
3183,C
3184,C
3185,C
3186,A
3187,B
3188,B
3189,A
3190,C
3191,A
3192,A
3193,A
3194,C
3195,A
3196,A
3197,C
3198,C
3199,C
3200,C
3201,A
3202,A
3203,B
3204,B
3205,C
3206,A
3207,C
3208,B
3209,A
3210,A
3211,A
3212,C
3213,C
3214,A
3215,A
3216,C
3217,C
3218,C
3219,B
3220,C
3221,A
3222,B
3223,C
3224,C
3225,B
3226,C
3227,A
3228,A
3229,A
3230,B
3231,A
3232,A
3233,B
3234,B
3235,A
3236,B
3237,A
3238,A
3239,A
3240,C
3241,A
3242,C
3243,A
3244,C
3245,B
3246,C
3247,A
3248,B
3249,A
3250,C
3251,B
3252,B
3253,B
3254,C
3255,B
3256,A
3257,C
3258,B
3259,A
3260,C
3261,C
3262,A
3263,A
3264,A
3265,C
3266,C
3267,A
3268,C
3269,A
3270,C
3271,A
3272,C
3273,A
3274,A
3275,A
3276,C
3277,B
3278,C
3279,A
3280,C
3281,A
3282,A
3283,C
3284,A
3285,A
3286,C
3287,A
3288,B
3289,A
3290,C
3291,A
3292,B
3293,A
3294,A
3295,C
3296,A
3297,B
3298,A
3299,A
3300,A
3301,C
3302,A
3303,C
3304,A
3305,C
3306,A
3307,C
3308,A
3309,B
3310,C
3311,A
3312,C
3313,A
3314,A
3315,B
3316,A
3317,B
3318,C
3319,C
3320,A
3321,C
3322,A
3323,B
3324,A
3325,C
3326,C
3327,B
3328,A
3329,A
3330,B
3331,C
3332,C
3333,B
3334,C
3335,B
3336,C
3337,A
3338,A
3339,C
3340,B
3341,C
3342,A
3343,B
3344,C
3345,C
3346,B
3347,B
3348,C
3349,C
3350,A
3351,C
3352,A
3353,A
3354,B
3355,A
3356,A
3357,C
3358,B
3359,C
3360,B
3361,C
3362,C
3363,C
3364,A
3365,A
3366,B
3367,C
3368,C
3369,A
3370,A
3371,C
3372,C
3373,A
3374,C
3375,C
3376,A
3377,A
3378,C
3379,A
3380,C
3381,B
3382,A
3383,A
3384,C
3385,C
3386,C
3387,C
3388,C
3389,A
3390,C
3391,A
3392,A
3393,A
3394,B
3395,B
3396,C
3397,A
3398,C
3399,C
3400,C
3401,A
3402,C
3403,A
3404,C
3405,A
3406,A
3407,C
3408,A
3409,B
3410,A
3411,B
3412,B
3413,A
3414,C
3415,C
3416,A
3417,C
3418,C
3419,A
3420,C
3421,A
3422,A
3423,C
3424,C
3425,B
3426,B
3427,C
3428,C
3429,B
3430,A
3431,C
3432,A
3433,C
3434,A
3435,A
3436,A
3437,A
3438,C
3439,A
3440,B
3441,C
3442,C
3443,C
3444,C
3445,A
3446,A
3447,A
3448,A
3449,C
3450,B
3451,C
3452,C
3453,C
3454,B
3455,C
3456,C
3457,A
3458,C
3459,A
3460,C
3461,C
3462,C
3463,A
3464,C
3465,B
3466,C
3467,A
3468,C
3469,B
3470,A
3471,A
3472,B
3473,B
3474,A
3475,C
3476,C
3477,A
3478,C
3479,B
3480,C
3481,C
3482,A
3483,A
3484,C
3485,A
3486,A
3487,A
3488,A
3489,C
3490,A
3491,C
3492,C
3493,C
3494,C
3495,B
3496,B
3497,C
3498,C
3499,B
3500,C
3501,A
3502,C
3503,A
3504,C
3505,C
3506,A
3507,C
3508,B
3509,C
3510,C
3511,C
3512,A
3513,B
3514,C
3515,A
3516,C
3517,A
3518,B
3519,A
3520,C
3521,B
3522,A
3523,A
3524,B
3525,C
3526,C
3527,A
3528,B
3529,B
3530,C
3531,A
3532,C
3533,C
3534,C
3535,A
3536,A
3537,C
3538,B
3539,A
3540,A
3541,C
3542,B
3543,C
3544,A
3545,C
3546,C
3547,C
3548,C
3549,A
3550,B
3551,B
3552,A
3553,C
3554,A
3555,C
3556,C
3557,C
3558,A
3559,A
3560,A
3561,A
3562,C
3563,C
3564,C
3565,A
3566,A
3567,C
3568,A
3569,C
3570,A
3571,A
3572,A
3573,A
3574,C
3575,B
3576,C
3577,A
3578,C
3579,B
3580,C
3581,C
3582,B
3583,A
3584,C
3585,A
3586,A
3587,A
3588,C
3589,A
3590,A
3591,C
3592,C
3593,A
3594,C
3595,C
3596,B
3597,C
3598,A
3599,C
3600,A
3601,B
3602,A
3603,C
3604,B
3605,C
3606,B
3607,C
3608,A
3609,A
3610,A
3611,C
3612,B
3613,C
3614,A
3615,C
3616,A
3617,B
3618,B
3619,C
3620,C
3621,A
3622,A
3623,A
3624,B
3625,C
3626,C
3627,A
3628,A
3629,A
3630,A
3631,C
3632,C
3633,A
3634,A
3635,C
3636,A
3637,C
3638,A
3639,A
3640,A
3641,C
3642,A
3643,A
3644,A
3645,A
3646,C
3647,B
3648,C
3649,A
3650,C
3651,C
3652,C
3653,B
3654,C
3655,A
3656,C
3657,A
3658,C
3659,C
3660,C
3661,C
3662,C
3663,A
3664,A
3665,C
3666,B
3667,C
3668,C
3669,B
3670,A
3671,C
3672,C
3673,A
3674,C
3675,A
3676,C
3677,B
3678,A
3679,B
3680,C
3681,C
3682,C
3683,A
3684,A
3685,B
3686,A
3687,C
3688,B
3689,C
3690,A
3691,C
3692,A
3693,C
3694,A
3695,C
3696,A
3697,C
3698,B
3699,C
3700,C
3701,C
3702,C
3703,C
3704,A
3705,C
3706,A
3707,A
3708,A
3709,C
3710,B
3711,A
3712,A
3713,C
3714,A
3715,C
3716,B
3717,B
3718,B
3719,C
3720,A
3721,A
3722,C
3723,B
3724,C
3725,A
3726,C
3727,C
3728,C
3729,C
3730,C
3731,C
3732,A
3733,B
3734,B
3735,A
3736,C
3737,C
3738,B
3739,A
3740,C
3741,B
3742,A
3743,A
3744,C
3745,A
3746,B
3747,A
3748,A
3749,C
3750,C
3751,C
3752,A
3753,A
3754,C
3755,A
3756,A
3757,B
3758,A
3759,A
3760,C
3761,A
3762,C
3763,B
3764,C
3765,B
3766,A
3767,A
3768,C
3769,A
3770,A
3771,B
3772,A
3773,C
3774,B
3775,B
3776,C
3777,C
3778,C
3779,C
3780,A
3781,C
3782,C
3783,A
3784,C
3785,C
3786,B
3787,C
3788,A
3789,A
3790,A
3791,C
3792,C
3793,C
3794,A
3795,C
3796,A
3797,A
3798,A
3799,A
3800,C
3801,A
3802,C
3803,A
3804,B
3805,B
3806,C
3807,C
3808,A
3809,C
3810,B
3811,C
3812,B
3813,C
3814,A
3815,A
3816,C
3817,C
3818,B
3819,C
3820,A
3821,A
3822,A
3823,C
3824,A
3825,A
3826,A
3827,B
3828,C
3829,B
3830,B
3831,C
3832,C
3833,A
3834,C
3835,A
3836,A
3837,A
3838,C
3839,A
3840,B
3841,A
3842,C
3843,C
3844,C
3845,A
3846,C
3847,B
3848,B
3849,C
3850,A
3851,C
3852,A
3853,A
3854,C
3855,A
3856,A
3857,A
3858,C
3859,B
3860,C
3861,A
3862,C
3863,A
3864,A
3865,C
3866,A
3867,C
3868,A
3869,C
3870,C
3871,C
3872,A
3873,C
3874,C
3875,C
3876,A
3877,C
3878,A
3879,C
3880,A
3881,A
3882,A
3883,C
3884,C
3885,C
3886,B
3887,A
3888,C
3889,A
3890,C
3891,C
3892,A
3893,C
3894,C
3895,A
3896,A
3897,C
3898,C
3899,C
3900,C
3901,B
3902,A
3903,C
3904,A
3905,A
3906,B
3907,A
3908,B
3909,C
3910,C
3911,C
3912,A
3913,C
3914,C
3915,A
3916,B
3917,B
3918,C
3919,A
3920,A
3921,A
3922,A
3923,C
3924,C
3925,A
3926,C
3927,C
3928,C
3929,C
3930,C
3931,C
3932,A
3933,A
3934,B
3935,C
3936,C
3937,C
3938,C
3939,A
3940,C
3941,C
3942,A
3943,A
3944,A
3945,B
3946,C
3947,A
3948,A
3949,A
3950,A
3951,A
3952,C
3953,C
3954,B
3955,A
3956,C
3957,A
3958,C
3959,C
3960,C
3961,A
3962,C
3963,A
3964,C
3965,A
3966,C
3967,C
3968,B
3969,C
3970,A
3971,C
3972,C
3973,A
3974,B
3975,C
3976,A
3977,C
3978,A
3979,B
3980,C
3981,B
3982,B
3983,C
3984,C
3985,C
3986,A
3987,C
3988,B
3989,A
3990,A
3991,B
3992,C
3993,B
3994,C
3995,C
3996,A
3997,C
3998,A
3999,A
4000,C
4001,A
4002,A
4003,B
4004,A
4005,C
4006,A
4007,A
4008,A
4009,A
4010,C
4011,B
4012,C
4013,B
4014,C
4015,C
4016,C
4017,C
4018,C
4019,B
4020,C
4021,A
4022,C
4023,A
4024,C
4025,C
4026,B
4027,A
4028,B
4029,C
4030,C
4031,A
4032,C
4033,B
4034,A
4035,A
4036,C
4037,C
4038,C
4039,A
4040,C
4041,B
4042,B
4043,A
4044,C
4045,A
4046,A
4047,B
4048,A
4049,C
4050,B
4051,C
4052,C
4053,A
4054,C
4055,A
4056,A
4057,A
4058,C
4059,C
4060,B
4061,C
4062,A
4063,C
4064,B
4065,A
4066,C
4067,C
4068,C
4069,B
4070,C
4071,B
4072,C
4073,A
4074,A
4075,C
4076,A
4077,A
4078,B
4079,A
4080,C
4081,A
4082,C
4083,B
4084,C
4085,B
4086,B
4087,B
4088,C
4089,C
4090,A
4091,A
4092,C
4093,A
4094,B
4095,C
4096,C
4097,C
4098,C
4099,C
4100,C
4101,A
4102,A
4103,C
4104,C
4105,A
4106,A
4107,A
4108,C
4109,C
4110,A
4111,A
4112,C
4113,C
4114,A
4115,C
4116,B
4117,B
4118,A
4119,A
4120,A
4121,C
4122,A
4123,A
4124,A
4125,C
4126,A
4127,A
4128,A
4129,C
4130,B
4131,C
4132,B
4133,C
4134,A
4135,C
4136,A
4137,B
4138,A
4139,B
4140,C
4141,A
4142,B
4143,C
4144,C
4145,B
4146,C
4147,B
4148,C
4149,B
4150,A
4151,C
4152,A
4153,B
4154,A
4155,C
4156,B
4157,A
4158,C
4159,B
4160,A
4161,C
4162,A
4163,C
4164,C
4165,A
4166,A
4167,A
4168,C
4169,B
4170,A
4171,A
4172,C
4173,C
4174,C
4175,C
4176,A
4177,C
4178,B
4179,A
4180,A
4181,A
4182,A
4183,C
4184,A
4185,A
4186,C
4187,C
4188,A
4189,A
4190,A
4191,A
4192,B
4193,A
4194,C
4195,C
4196,C
4197,A
4198,A
4199,A
4200,C
4201,C
4202,C
4203,B
4204,A
4205,C
4206,A
4207,A
4208,B
4209,C
4210,A
4211,C
4212,C
4213,C
4214,A
4215,C
4216,B
4217,C
4218,C
4219,A
4220,C
4221,C
4222,C
4223,A
4224,A
4225,C
4226,C
4227,C
4228,A
4229,C
4230,B
4231,C
4232,C
4233,C
4234,C
4235,A
4236,B
4237,A
4238,C
4239,A
4240,A
4241,A
4242,C
4243,B
4244,A
4245,A
4246,A
4247,A
4248,C
4249,B
4250,A
4251,B
4252,B
4253,C
4254,A
4255,C
4256,A
4257,C
4258,A
4259,C
4260,A
4261,A
4262,C
4263,A
4264,B
4265,C
4266,C
4267,C
4268,C
4269,C
4270,C
4271,A
4272,C
4273,A
4274,C
4275,B
4276,C
4277,C
4278,C
4279,C
4280,A
4281,C
4282,A
4283,C
4284,C
4285,B
4286,B
4287,C
4288,C
4289,A
4290,A
4291,A
4292,A
4293,C
4294,B
4295,A
4296,C
4297,C
4298,B
4299,A
4300,A
4301,C
4302,B
4303,C
4304,A
4305,C
4306,A
4307,C
4308,B
4309,B
4310,C
4311,A
4312,A
4313,A
4314,C
4315,C
4316,C
4317,B
4318,A
4319,A
4320,C
4321,C
4322,C
4323,C
4324,A
4325,B
4326,B
4327,A
4328,C
4329,A
4330,A
4331,C
4332,C
4333,A
4334,C
4335,C
4336,A
4337,C
4338,A
4339,C
4340,A
4341,C
4342,C
4343,C
4344,C
4345,C
4346,A
4347,A
4348,C
4349,B
4350,B
4351,C
4352,C
4353,A
4354,C
4355,C
4356,C
4357,A
4358,B
4359,A
4360,A
4361,C
4362,A
4363,A
4364,C
4365,C
4366,A
4367,A
4368,C
4369,C
4370,A
4371,C
4372,B
4373,C
4374,A
4375,C
4376,C
4377,C
4378,B
4379,A
4380,A
4381,A
4382,C
4383,C
4384,A
4385,C
4386,C
4387,A
4388,A
4389,B
4390,C
4391,A
4392,C
4393,A
4394,A
4395,B
4396,B
4397,C
4398,C
4399,C
4400,C
4401,B
4402,A
4403,A
4404,C
4405,A
4406,C
4407,A
4408,C
4409,A
4410,A
4411,A
4412,C
4413,C
4414,C
4415,C
4416,B
4417,B
4418,A
4419,A
4420,B
4421,B
4422,A
4423,C
4424,C
4425,C
4426,B
4427,C
4428,C
4429,A
4430,C
4431,C
4432,A
4433,A
4434,C
4435,A
4436,B
4437,C
4438,B
4439,B
4440,B
4441,C
4442,A
4443,C
4444,A
4445,C
4446,C
4447,C
4448,C
4449,C
4450,A
4451,C
4452,A
4453,A
4454,A
4455,C
4456,B
4457,C
4458,A
4459,C
4460,A
4461,A
4462,B
4463,B
4464,C
4465,B
4466,C
4467,C
4468,C
4469,A
4470,C
4471,A
4472,A
4473,B
4474,C
4475,C
4476,A
4477,C
4478,A
4479,A
4480,C
4481,C
4482,A
4483,B
4484,A
4485,B
4486,A
4487,B
4488,C
4489,A
4490,C
4491,A
4492,B
4493,C
4494,B
4495,B
4496,C
4497,B
4498,A
4499,C
4500,A
4501,C
4502,C
4503,A
4504,C
4505,C
4506,A
4507,A
4508,C
4509,A
4510,C
4511,A
4512,B
4513,C
4514,B
4515,B
4516,A
4517,C
4518,C
4519,C
4520,A
4521,C
4522,C
4523,C
4524,C
4525,A
4526,B
4527,C
4528,C
4529,C
4530,C
4531,A
4532,A
4533,A
4534,A
4535,C
4536,A
4537,C
4538,A
4539,A
4540,C
4541,C
4542,C
4543,C
4544,A
4545,A
4546,C
4547,C
4548,A
4549,C
4550,C
4551,A
4552,A
4553,A
4554,C
4555,A
4556,C
4557,C
4558,C
4559,C
4560,A
4561,C
4562,C
4563,C
4564,B
4565,C
4566,B
4567,C
4568,A
4569,B
4570,C
4571,A
4572,A
4573,A
4574,C
4575,A
4576,A
4577,C
4578,C
4579,B
4580,A
4581,B
4582,C
4583,C
4584,A
4585,A
4586,C
4587,C
4588,A
4589,A
4590,C
4591,A
4592,A
4593,C
4594,A
4595,A
4596,B
4597,A
4598,C
4599,B
4600,C
4601,C
4602,B
4603,C
4604,B
4605,A
4606,A
4607,C
4608,B
4609,A
4610,A
4611,B
4612,A
4613,C
4614,A
4615,B
4616,A
4617,B
4618,C
4619,C
4620,A
4621,C
4622,A
4623,A
4624,C
4625,B
4626,C
4627,A
4628,C
4629,A
4630,C
4631,A
4632,C
4633,B
4634,C
4635,B
4636,C
4637,B
4638,C
4639,C
4640,B
4641,C
4642,B
4643,C
4644,A
4645,A
4646,B
4647,A
4648,A
4649,C
4650,C
4651,C
4652,C
4653,A
4654,A
4655,A
4656,A
4657,C
4658,C
4659,B
4660,C
4661,C
4662,A
4663,C
4664,B
4665,C
4666,A
4667,A
4668,C
4669,C
4670,A
4671,C
4672,C
4673,A
4674,C
4675,A
4676,A
4677,B
4678,A
4679,A
4680,A
4681,C
4682,A
4683,C
4684,C
4685,C
4686,A
4687,A
4688,A
4689,C
4690,B
4691,A
4692,C
4693,C
4694,C
4695,A
4696,C
4697,B
4698,C
4699,A
4700,C
4701,A
4702,C
4703,A
4704,C
4705,A
4706,C
4707,A
4708,C
4709,A
4710,A
4711,A
4712,C
4713,B
4714,A
4715,B
4716,C
4717,B
4718,C
4719,A
4720,C
4721,B
4722,C
4723,C
4724,C
4725,C
4726,C
4727,A
4728,B
4729,C
4730,C
4731,C
4732,B
4733,C
4734,A
4735,C
4736,C
4737,A
4738,B
4739,C
4740,B
4741,A
4742,A
4743,C
4744,A
4745,C
4746,A
4747,A
4748,C
4749,C
4750,B
4751,C
4752,A
4753,A
4754,A
4755,C
4756,A
4757,C
4758,A
4759,C
4760,A
4761,C
4762,A
4763,A
4764,A
4765,C
4766,C
4767,C
4768,C
4769,C
4770,C
4771,A
4772,B
4773,A
4774,A
4775,A
4776,C
4777,B
4778,A
4779,A
4780,A
4781,A
4782,A
4783,C
4784,A
4785,A
4786,A
4787,A
4788,B
4789,A
4790,B
4791,C
4792,B
4793,A
4794,C
4795,A
4796,C
4797,C
4798,A
4799,C
4800,A
4801,C
4802,A
4803,C
4804,C
4805,A
4806,C
4807,C
4808,A
4809,B
4810,B
4811,C
4812,A
4813,C
4814,C
4815,A
4816,A
4817,C
4818,C
4819,B
4820,C
4821,A
4822,C
4823,C
4824,A
4825,A
4826,A
4827,A
4828,C
4829,A
4830,A
4831,C
4832,C
4833,C
4834,A
4835,C
4836,C
4837,A
4838,B
4839,A
4840,A
4841,C
4842,C
4843,C
4844,B
4845,C
4846,A
4847,C
4848,C
4849,A
4850,A
4851,C
4852,A
4853,C
4854,A
4855,C
4856,A
4857,A
4858,A
4859,C
4860,A
4861,B
4862,C
4863,B
4864,C
4865,A
4866,A
4867,C
4868,A
4869,C
4870,A
4871,A
4872,B
4873,C
4874,B
4875,B
4876,C
4877,A
4878,C
4879,B
4880,A
4881,C
4882,A
4883,A
4884,A
4885,A
4886,A
4887,C
4888,A
4889,C
4890,A
4891,C
4892,B
4893,C
4894,A
4895,C
4896,A
4897,C
4898,B
4899,A
4900,A
4901,C
4902,A
4903,C
4904,A
4905,C
4906,A
4907,C
4908,B
4909,C
4910,B
4911,C
4912,C
4913,C
4914,A
4915,B
4916,C
4917,A
4918,C
4919,C
4920,C
4921,A
4922,C
4923,A
4924,C
4925,A
4926,C
4927,B
4928,C
4929,A
4930,A
4931,A
4932,C
4933,C
4934,C
4935,B
4936,C
4937,A
4938,C
4939,C
4940,C
4941,A
4942,A
4943,C
4944,A
4945,A
4946,C
4947,A
4948,A
4949,A
4950,A
4951,B
4952,A
4953,A
4954,A
4955,A
4956,B
4957,A
4958,C
4959,A
4960,A
4961,A
4962,B
4963,A
4964,A
4965,A
4966,B
4967,C
4968,A
4969,C
4970,B
4971,C
4972,A
4973,B
4974,A
4975,C
4976,A
4977,B
4978,C
4979,C
4980,A
4981,C
4982,C
4983,C
4984,A
4985,C
4986,C
4987,A
4988,A
4989,C
4990,C
4991,A
4992,A
4993,C
4994,A
4995,C
4996,B
4997,A
4998,C
4999,C
5000,B
5001,B
5002,C
5003,A
5004,A
5005,C
5006,A
5007,A
5008,C
5009,C
5010,C
5011,A
5012,C
5013,A
5014,C
5015,A
5016,B
5017,A
5018,A
5019,A
5020,B
5021,B
5022,C
5023,C
5024,C
5025,A
5026,A
5027,C
5028,A
5029,C
5030,B
5031,A
5032,C
5033,C
5034,C
5035,C
5036,A
5037,C
5038,A
5039,C
5040,C
5041,C
5042,C
5043,A
5044,C
5045,A
5046,C
5047,B
5048,B
5049,C
5050,A
5051,C
5052,C
5053,C
5054,B
5055,A
5056,C
5057,C
5058,A
5059,B
5060,A
5061,A
5062,A
5063,A
5064,C
5065,B
5066,C
5067,A
5068,C
5069,C
5070,C
5071,C
5072,A
5073,B
5074,C
5075,B
5076,C
5077,B
5078,A
5079,C
5080,A
5081,C
5082,A
5083,C
5084,A
5085,C
5086,C
5087,B
5088,A
5089,A
5090,C
5091,A
5092,C
5093,A
5094,C
5095,C
5096,B
5097,B
5098,C
5099,A
5100,C
5101,A
5102,A
5103,A
5104,C
5105,C
5106,A
5107,A
5108,A
5109,A
5110,A
5111,C
5112,C
5113,C
5114,A
5115,C
5116,B
5117,C
5118,B
5119,A
5120,A
5121,A
5122,A
5123,A
5124,A
5125,A
5126,C
5127,B
5128,B
5129,C
5130,A
5131,A
5132,A
5133,C
5134,C
5135,C
5136,C
5137,C
5138,A
5139,C
5140,C
5141,A
5142,A
5143,A
5144,C
5145,A
5146,C
5147,C
5148,A
5149,C
5150,A
5151,A
5152,C
5153,A
5154,A
5155,C
5156,A
5157,C
5158,B
5159,B
5160,C
5161,C
5162,A
5163,C
5164,C
5165,A
5166,C
5167,B
5168,C
5169,C
5170,A
5171,C
5172,A
5173,A
5174,A
5175,A
5176,A
5177,A
5178,A
5179,C
5180,C
5181,A
5182,B
5183,C
5184,C
5185,A
5186,C
5187,A
5188,A
5189,B
5190,A
5191,A
5192,C
5193,C
5194,C
5195,C
5196,C
5197,A
5198,B
5199,A
5200,C
5201,B
5202,C
5203,A
5204,C
5205,C
5206,A
5207,A
5208,B
5209,A
5210,A
5211,C
5212,A
5213,C
5214,A
5215,A
5216,C
5217,C
5218,C
5219,C
5220,C
5221,C
5222,C
5223,A
5224,C
5225,C
5226,A
5227,A
5228,A
5229,C
5230,C
5231,C
5232,A
5233,C
5234,C
5235,C
5236,B
5237,C
5238,B
5239,C
5240,A
5241,A
5242,C
5243,B
5244,B
5245,A
5246,C
5247,A
5248,C
5249,C
5250,A
5251,A
5252,A
5253,A
5254,C
5255,B
5256,A
5257,A
5258,A
5259,C
5260,B
5261,C
5262,B
5263,C
5264,C
5265,B
5266,C
5267,C
5268,A
5269,C
5270,A
5271,A
5272,B
5273,C
5274,A
5275,C
5276,A
5277,C
5278,B
5279,C
5280,C
5281,A
5282,C
5283,A
5284,C
5285,B
5286,A
5287,C
5288,A
5289,C
5290,A
5291,A
5292,C
5293,A
5294,A
5295,B
5296,C
5297,C
5298,A
5299,A
5300,A
5301,A
5302,C
5303,B
5304,C
5305,C
5306,B
5307,C
5308,B
5309,C
5310,B
5311,C
5312,A
5313,A
5314,A
5315,C
5316,A
5317,C
5318,C
5319,A
5320,C
5321,C
5322,A
5323,C
5324,C
5325,C
5326,C
5327,A
5328,A
5329,C
5330,C
5331,C
5332,A
5333,C
5334,A
5335,C
5336,B
5337,C
5338,B
5339,C
5340,A
5341,C
5342,C
5343,A
5344,C
5345,B
5346,C
5347,A
5348,B
5349,A
5350,A
5351,A
5352,C
5353,C
5354,A
5355,A
5356,C
5357,A
5358,A
5359,A
5360,B
5361,A
5362,A
5363,A
5364,C
5365,A
5366,C
5367,B
5368,C
5369,B
5370,A
5371,B
5372,B
5373,A
5374,C
5375,B
5376,B
5377,C
5378,C
5379,C
5380,B
5381,B
5382,C
5383,C
5384,A
5385,C
5386,C
5387,C
5388,C
5389,C
5390,C
5391,B
5392,C
5393,A
5394,B
5395,A
5396,C
5397,C
5398,C
5399,A
5400,A
5401,A
5402,A
5403,A
5404,C
5405,A
5406,A
5407,C
5408,B
5409,B
5410,C
5411,B
5412,C
5413,B
5414,A
5415,C
5416,C
5417,B
5418,C
5419,C
5420,C
5421,A
5422,C
5423,C
5424,A
5425,C
5426,A
5427,B
5428,B
5429,B
5430,A
5431,A
5432,A
5433,A
5434,A
5435,B
5436,A
5437,C
5438,B
5439,B
5440,C
5441,C
5442,A
5443,A
5444,A
5445,A
5446,C
5447,C
5448,A
5449,B
5450,C
5451,C
5452,A
5453,C
5454,A
5455,C
5456,B
5457,A
5458,C
5459,C
5460,C
5461,C
5462,C
5463,C
5464,C
5465,A
5466,C
5467,A
5468,C
5469,A
5470,C
5471,B
5472,C
5473,A
5474,C
5475,A
5476,A
5477,A
5478,A
5479,C
5480,C
5481,A
5482,A
5483,A
5484,A
5485,C
5486,A
5487,C
5488,C
5489,C
5490,A
5491,A
5492,A
5493,C
5494,C
5495,A
5496,C
5497,B
5498,A
5499,B
5500,A
5501,A
5502,A
5503,A
5504,A
5505,B
5506,C
5507,A
5508,B
5509,A
5510,C
5511,A
5512,C
5513,A
5514,B
5515,B
5516,B
5517,B
5518,C
5519,A
5520,A
5521,A
5522,C
5523,B
5524,B
5525,A
5526,C
5527,A
5528,A
5529,A
5530,A
5531,A
5532,A
5533,C
5534,B
5535,C
5536,C
5537,C
5538,A
5539,A
5540,C
5541,A
5542,C
5543,C
5544,A
5545,C
5546,A
5547,A
5548,A
5549,A
5550,A
5551,C
5552,A
5553,C
5554,B
5555,C
5556,B
5557,C
5558,A
5559,C
5560,C
5561,A
5562,C
5563,A
5564,C
5565,C
5566,C
5567,C
5568,A
5569,C
5570,A
5571,C
5572,A
5573,C
5574,C
5575,C
5576,B
5577,C
5578,A
5579,C
5580,B
5581,B
5582,B
5583,C
5584,A
5585,A
5586,B
5587,A
5588,B
5589,B
5590,A
5591,A
5592,C
5593,A
5594,A
5595,C
5596,A
5597,C
5598,C
5599,C
5600,B
5601,A
5602,B
5603,A
5604,C
5605,C
5606,B
5607,C
5608,A
5609,A
5610,A
5611,B
5612,A
5613,A
5614,C
5615,C
5616,B
5617,C
5618,A
5619,C
5620,C
5621,C
5622,C
5623,C
5624,C
5625,B
5626,C
5627,B
5628,C
5629,C
5630,A
5631,C
5632,A
5633,C
5634,B
5635,A
5636,C
5637,C
5638,C
5639,A
5640,A
5641,C
5642,C
5643,A
5644,A
5645,A
5646,C
5647,C
5648,A
5649,B
5650,A
5651,A
5652,C
5653,B
5654,A
5655,A
5656,B
5657,C
5658,A
5659,C
5660,A
5661,C
5662,A
5663,C
5664,C
5665,C
5666,C
5667,B
5668,B
5669,A
5670,C
5671,A
5672,C
5673,A
5674,C
5675,C
5676,A
5677,C
5678,A
5679,B
5680,A
5681,C
5682,B
5683,C
5684,C
5685,A
5686,C
5687,A
5688,B
5689,A
5690,A
5691,A
5692,B
5693,A
5694,C
5695,A
5696,C
5697,C
5698,A
5699,A
5700,B
5701,C
5702,B
5703,B
5704,C
5705,A
5706,C
5707,C
5708,A
5709,A
5710,A
5711,C
5712,C
5713,C
5714,A
5715,C
5716,C
5717,A
5718,A
5719,C
5720,A
5721,C
5722,C
5723,B
5724,C
5725,B
5726,A
5727,C
5728,A
5729,A
5730,A
5731,A
5732,C
5733,C
5734,A
5735,A
5736,C
5737,B
5738,A
5739,A
5740,A
5741,C
5742,B
5743,A
5744,C
5745,B
5746,C
5747,C
5748,B
5749,B
5750,A
5751,B
5752,C
5753,A
5754,A
5755,A
5756,A
5757,C
5758,A
5759,C
5760,B
5761,C
5762,A
5763,C
5764,B
5765,B
5766,C
5767,B
5768,C
5769,C
5770,B
5771,A
5772,C
5773,A
5774,A
5775,B
5776,C
5777,B
5778,C
5779,A
5780,B
5781,C
5782,A
5783,C
5784,A
5785,C
5786,C
5787,C
5788,C
5789,C
5790,A
5791,A
5792,A
5793,C
5794,B
5795,C
5796,B
